#separator:tab
#html:true
#columns:Front	Back	Tags
#tags column:3
<b>Mmm8 mouthguard</b> — list the key points for: <i>Opening the Station</i>	<ul><li>Greet the patient warmly with a <b>proper introduction (name + designation)</b></li><li><b>Acknowledge</b> they are a sports person and that it's great they are proactively seeking information</li><li>Build rapport: <i>"I'm so glad you came in today. To better help you, I'd like to ask you a few questions first — please bear with me."</i></li><li><b>Goal:</b> Make the simulator lower their guard by sounding natural and in the moment, not over-rehearsed</li></ul>	NDECC_SJ::Mmm8_mouthguard NDECC_SJ
<b>Mmm8 mouthguard</b> — list the key points for: <i>Medical History (M)</i>	<ul><li>Any <b>medical conditions</b>? → Patient: None</li><li>Any <b>medications</b>? → Patient: Takes a specially formulated <b>sports drink</b></li></ul>	NDECC_SJ::Mmm8_mouthguard NDECC_SJ
<b>Mmm8 mouthguard</b> — list the key points for: <i>Social History (S) — "SAD" / "4Ds"</i>	<ul><li><b>Smoking?</b> → No</li><li><b>Alcohol (recreational)?</b> → No</li><li><b>Drugs?</b> → No</li><li>All clean</li></ul>	NDECC_SJ::Mmm8_mouthguard NDECC_SJ
<b>Mmm8 mouthguard</b> — list the key points for: <i>KEs Risk Classification</i>	<ul><li>Sports drink: single-bolus morning intake, not frequent/prolonged</li><li>Excellent brushing (2×/day) and flossing (1×/day)</li><li>No snacking between meals</li><li>No sugar beverages</li><li>No dry mouth</li><li>Recent dental visit (1 year ago, cleaning done)</li><li>No history of caries</li></ul>	NDECC_SJ::Mmm8_mouthguard NDECC_SJ
<b>Mmm8 mouthguard</b> — list the key points for: <i>Sports History — Trauma Risk Assessment</i>	<ul><li><b>Patient plays: Soccer</b> → High-intensity, contact sport</li><li><b>Ask further:</b> How regularly? Professional level? Competitive? Weekly?</li><li>Patient is a <b>regular player, significantly involved</b></li></ul>	NDECC_SJ::Mmm8_mouthguard NDECC_SJ
<b>Mmm8 mouthguard</b> — for each <i>Question</i>, give the corresponding <i>Patient Response</i>.	<ul><li><b>Brushing frequency?</b> → Twice a day; definitely at night</li><li><b>Flossing?</b> → Once a day ✅ (once daily is acceptable; twice is ideal)</li><li><b>Last dental visit?</b> → ~1 year ago (recent)</li><li><b>What was done?</b> → Cleaning</li><li><b>Any history of cavities / KEs-prone teeth?</b> → None — patient reports naturally healthy teeth</li></ul>	NDECC_SJ::Mmm8_mouthguard NDECC_SJ
<b>Mmm8 mouthguard</b> — give the one-line / quick recall summary.	Proper opening with name, designation, rapport building	NDECC_SJ::Mmm8_mouthguard NDECC_SJ
NDECC SJ — describe the clinical scenario / patient profile for: <b>Mmm8 endodontist do more rct</b>	Handle it first as a <b>communication/clinical-clarification</b> problem (without assuming bad intent), then escalate only if you confirm unnecessary treatment, consent issues, or ongoing patient-safety risk—because “recommending or providing an unnecessary dental service” and treating without required consent can meet the threshold for professional misconduct (Ontario example).	NDECC_SJ::Mmm8_endodontist_do_more_rct NDECC_SJ
<b>Mmm8 endodontist do more rct</b> — list the key points for: <i>What makes this sensitive</i>	<ul><li>You are the primary/referring dentist and need timely updates to coordinate continuity of care (definitive restorations, follow-up, patient expectations).</li><li>Extra RCTs could be justified (new symptoms/findings) or could be overtreatment; you can’t conclude misconduct until you verify the facts.</li><li>If it is unnecessary treatment or done without valid consent, that is serious: Ontario’s dentistry misconduct regulation explicitly lists “recommending or providing an unnecessary dental service” and treating where conse…</li></ul>	NDECC_SJ::Mmm8_endodontist_do_more_rct NDECC_SJ
<b>Mmm8 endodontist do more rct</b> — list the key points for: <i>B) Treatment was not justified (overtreatment / consent problems)</i>	<ul><li>Tell the endodontist you’re concerned this may constitute professional misconduct and must stop; in Ontario, unnecessary dental services and treating without required consent are specifically listed as misconduct.</li><li>Escalate appropriately: involve the clinic/quality lead if relevant, seek guidance from your regulator/association, and file a complaint/mandatory report if the legal threshold is met in your jurisdiction. (Ontario’s RCD…</li><li>Communicate with impacted patients transparently (facts, next steps, options for second opinion), document everything, and prioritize remediation and safety.</li></ul>	NDECC_SJ::Mmm8_endodontist_do_more_rct NDECC_SJ
<b>Mmm8 endodontist do more rct</b> — list the key points for: <i>Documentation points to say in your SJ answer</i>	<ul><li>Document: what you observed, records reviewed, what the endodontist said, your expectations going forward, and patient follow-up.</li><li>Keep language factual (no accusations), but be explicit about patient-safety duties and the need to escalate if evidence supports overtreatment.</li></ul>	NDECC_SJ::Mmm8_endodontist_do_more_rct NDECC_SJ
<b>Mmm8 endodontist do more rct</b> — explain / describe: <i>Step-by-step (SJ-style) approach</i>	1) <b>Do groundwork first:</b> Pull records for the referred cases (your referral notes, radiographs, diagnosis, consent discussions, what tooth/teeth were in scope).  2) <b>Get objective information:</b> With appropriate patient permission/authority, request the endodontist’s report(s): diagnosis for each additional tooth, tests, PA findings, consent documentation, and rationale for expanding scope.  3) <b>Speak directly and collegially:</b> Call the endodontist to seek clarification (non-accusatory): “I noticed additional teeth were treated—can you walk me through the findings and how the scope changed?”  4) <b>Address the communication gap clearly:</b> Reinforce expectations: if new findi…	NDECC_SJ::Mmm8_endodontist_do_more_rct NDECC_SJ
<b>Mmm8 endodontist do more rct</b> — list the key points for: <i>A) Treatment was justified (best-case)</i>	<ul><li>Acknowledge the clinical reasoning, then firmly reset the process: future scope changes require prompt communication and proper documentation before/at the time of treatment.</li><li>Ensure patients are routed back to you for definitive restorative steps and that records are complete.</li></ul>	NDECC_SJ::Mmm8_endodontist_do_more_rct NDECC_SJ
<b>Mmm8 endodontist do more rct</b> — explain / describe: <i>NDECC Written Station — Model Answer</i>	<b>Scenario:</b> Endodontist performing additional RCTs on referred patients without informing you (the Most Responsible Dentist/primary care provider).	NDECC_SJ::Mmm8_endodontist_do_more_rct NDECC_SJ
<b>Mmm8 endodontist do more rct</b> — list the key points for: <i>Issue Identification</i>	<ul><li>Breakdown in specialist–primary care communication</li><li>Possible overtreatment / unnecessary dental services</li><li>Potential breach of informed consent scope (patient was only told about one tooth)</li><li>As primary care provider, I was kept out of the loop — compromising continuity of care</li></ul>	NDECC_SJ::Mmm8_endodontist_do_more_rct NDECC_SJ
<b>Mmm8 endodontist do more rct</b> — list the key points for: <i>Immediate Steps (Do Groundwork First)</i>	<ul><li>Review my referral notes, radiographs, and consent documentation for each affected patient</li><li>Identify: was there clinical justification for the extra teeth treated?</li><li>Obtain the endodontist's clinical notes/reports (with appropriate authorization)</li><li>Assess: is there a pattern or isolated incident?</li></ul>	NDECC_SJ::Mmm8_endodontist_do_more_rct NDECC_SJ
<b>Mmm8 endodontist do more rct</b> — list the key points for: <i>Contact Endodontist — Seek Clarification (Non-Accusatory)</i>	<ul><li>Call directly; do <b>not</b> assume misconduct</li><li>Approach: <i>"I noticed additional teeth were treated in several of my patients — can you walk me through your clinical findings?"</i></li><li>Goal: clarification, not confrontation</li><li>Maintain collegial tone — this is a longstanding referral relationship</li></ul>	NDECC_SJ::Mmm8_endodontist_do_more_rct NDECC_SJ
<b>Mmm8 endodontist do more rct</b> — list the key points for: <i>Outcome A — Treatment Was Justified</i>	<ul><li>Acknowledge clinical rationale</li><li>Clearly reinforce expectations going forward</li><li>Any change in scope must be communicated to me <b>before or at time of treatment</b></li><li>I am the primary care provider — I must be kept informed of all treatment</li><li>Patients must be returned to me for definitive restorations and follow-up</li><li>Document the conversation</li></ul>	NDECC_SJ::Mmm8_endodontist_do_more_rct NDECC_SJ
NDECC SJ — describe the clinical scenario / patient profile for: <b>Mmm8 2 fillings vs 8 fillings</b>	<b>Competency Assessed:</b> Professionalism, Interprofessionalism, and Veracity (Honesty). * <b>Clinical Situation:</b> A new patient presents for restorations. Based on your intraoral and radiographic exams, the oral cavity is clean except for <b>teeth 26 and 27</b>, which have deep decay and require <b>Class 1 restorations</b>.  <i> <b>The "Twist":</b> As you begin explaining your findings and treatment options (e.g., amalgam vs. composite), the patient interrupts, acting confused: </i>"I went to another dentist and they told me that I need eight fillings. Now you are saying I need only two?"*	NDECC_SJ::Mmm8_2_fillings_vs_8_fillings NDECC_SJ
<b>Mmm8 2 fillings vs 8 fillings</b> — would the following be appropriate, or a critical error?<br><br><i>“<b>Throwing the other dentist under the bus:</b> Saying they were wrong, had lacking evidence, didn't know better, or calling their diagnosis "horrible."”</i>	<b>Critical error / Avoid this.</b><br><br><b>Throwing the other dentist under the bus:</b> Saying they were wrong, had lacking evidence, didn't know better, or calling their diagnosis "horrible."	NDECC_SJ::Mmm8_2_fillings_vs_8_fillings NDECC_SJ
<b>Mmm8 2 fillings vs 8 fillings</b> — would the following be appropriate, or a critical error?<br><br><i>“<b>Making implied comparative statements:</b> E.g., "I don't know what the other dentist meant by that."”</i>	<b>Critical error / Avoid this.</b><br><br><b>Making implied comparative statements:</b> E.g., "I don't know what the other dentist meant by that."	NDECC_SJ::Mmm8_2_fillings_vs_8_fillings NDECC_SJ
<b>Mmm8 2 fillings vs 8 fillings</b> — would the following be appropriate, or a critical error?<br><br><i>“<b>Advising the patient to sue:</b> Never tell the patient to exert their rights and sue the previous dentist, or say things like, "I don't know why you even go to such people."”</i>	<b>Critical error / Avoid this.</b><br><br><b>Advising the patient to sue:</b> Never tell the patient to exert their rights and sue the previous dentist, or say things like, "I don't know why you even go to such people."	NDECC_SJ::Mmm8_2_fillings_vs_8_fillings NDECC_SJ
<b>Mmm8 2 fillings vs 8 fillings</b> — list the step-by-step approach / framework (in order).	<ol><li><b>Acknowledge and Thank:</b> "Thank you for bearing with me while I did an assessment for you today."</li><li><b>Explain Objectively in Layman’s Terms:</b> Clearly state what you found without using overly complex jargon.</li><li><i>Example:</i> "Based on my clinical exam and the radiographs we took, you have two teeth that require fillings. These are the two big molar teeth in your upper jaw on the left side at the back (teet…</li><li><i>(Internal Thought Process)</i>: You are mentally preparing to discuss material options (amalgam vs. composite) since these are posterior Class 1 restorations.</li><li><b>Acknowledge the Patient's Confusion:</b> "That’s very interesting to know."</li><li><b>Stay Objective and Present-Focused:</b> Base your entire response on <i>your</i> findings from <i>today</i>. Do not compare your findings to the previous dentist.</li><li><i>What to say:</i> "However, based on my assessment, the clinical exam, and the images we took today, only these two teeth require fillings."</li><li><i>What NOT to say:</i> Do not make implied comparative statements like, "I don't see where the other dentist saw other cavities." This is a subjective attack.</li></ol>	NDECC_SJ::Mmm8_2_fillings_vs_8_fillings NDECC_SJ
<b>Mmm8 2 fillings vs 8 fillings</b> — list the key points for: <i>Golden Rules for Interprofessionalism & Veracity</i>	<ul><li><b>Maintain Objectivity:</b> "This is what I see today. This is what the radiographs show today." Keep it strictly factual.</li><li><b>Do Not Throw Colleagues Under the Bus:</b> You work together in this profession; you must respect other professionals. Make zero negative comments about the other dentist.</li><li><b>Maintain Veracity (Honesty):</b> Stand by your clinical findings. Do not suddenly doubt your own exam or pretend you missed something just to appease the patient.</li></ul>	NDECC_SJ::Mmm8_2_fillings_vs_8_fillings NDECC_SJ
